tweet_id,retweet_count,favorite_count
699788877217865730,533,2373
699779630832685056,1333,2930
699775878809702401,652,2075
699691744225525762,4942,10844
699446877801091073,2808,6266
699434518667751424,547,2287
699423671849451520,356,1450
699413908797464576,665,2181
699370870310113280,472,1988
699323444782047232,928,3334
699088579889332224,675,2366
699079609774645248,706,2586
699072405256409088,1274,3175
699036661657767936,1285,2754
698989035503689728,1061,3575
698953797952008193,971,2864
698907974262222848,667,2682
698710712454139905,736,2617
698703483621523456,406,1532
698635131305795584,366,1359
698549713696649216,662,2452
698355670425473025,486,1976
698342080612007937,1018,2392
698262614669991936,2164,5020
698195409219559425,6410,17719
698178924120031232,791,2961
697995514407682048,359,1617
697990423684476929,1390,3477
697943111201378304,743,2544
697881462549430272,1276,3189
697616773278015490,1086,3340
697596423848730625,1357,3212
697575480820686848,541,2160
697482927769255936,725,2561
697463031882764288,1480,3605
697270446429966336,2000,4935
697259378236399616,1072,3471
697255105972801536,1250,3188
697242256848379904,714,2660
696900204696625153,1103,3372
696894894812565505,731,2478
696886256886657024,1927,5109
696877980375769088,764,2578
696754882863349760,384,1557
696713835009417216,699,2516
696488710901260288,1111,2681
696405997980676096,1224,3396
695816827381944320,1259,3176
695794761660297217,843,3371
695767669421768709,800,1978
695629776980148225,2258,4826
695446424020918272,1946,4608
695409464418041856,3833,9117
695314793360662529,1585,3853
695095422348574720,660,2796
695074328191332352,1189,3004
695064344191721472,647,1699
695051054296211456,846,2820
694905863685980160,1003,2917
694669722378485760,15557,37762
694356675654983680,312,1595
694352839993344000,669,2154
694329668942569472,539,2121
694206574471057408,2180,4434
694183373896572928,998,3113
694001791655137281,1111,3585
693942351086120961,398,1832
693647888581312512,637,2858
693642232151285760,447,2686
693629975228977152,862,2585
693622659251335168,399,1631
693590843962331137,2121,5351
693486665285931008,677,1881
693280720173801472,1334,3558
693262851218264065,539,2357
693231807727280129,790,3026
693155686491000832,3446,8344
693109034023534592,661,1822
693095443459342336,499,1988
692919143163629568,801,2829
692905862751522816,946,2580
692901601640583168,653,1893
692894228850999298,870,2414
692828166163931137,950,3040
692752401762250755,3912,7215
692568918515392513,1655,4600
692535307825213440,1461,3375
692530551048294401,453,1950
692417313023332352,3741,9875
692187005137076224,880,2671
692158366030913536,854,2280
692142790915014657,424,1736
692017291282812928,1026,3027
691820333922455552,1779,4176
691756958957883396,1100,3055
691675652215414786,547,2058
691483041324204033,608,2513
691459709405118465,1241,4297
691444869282295808,914,2799
691416866452082688,8231,20452
691321916024623104,710,2721
691096613310316544,960,3134
691090071332753408,360,1805
690959652130045952,1354,3793
690938899477221376,2154,4375
690932576555528194,1105,3477
690735892932222976,1382,4005
690728923253055490,559,2297
690690673629138944,858,2461
690649993829576704,302,1382
690597161306841088,648,2082
690400367696297985,489,1980
690374419777196032,929,3445
690360449368465409,960,2800
690248561355657216,441,1780
690021994562220032,1114,2962
690015576308211712,794,2654
690005060500217858,1813,3876
689999384604450816,403,1511
689977555533848577,481,1447
689905486972461056,746,2572
689877686181715968,1278,3189
689835978131935233,816,2289
689661964914655233,1004,3389
689659372465688576,4191,10968
689623661272240129,696,2359
689599056876867584,5958,12303
689557536375177216,497,2168
689517482558820352,1543,3588
689289219123089408,1006,2387
689283819090870273,1194,3486
689280876073582592,775,2115
689275259254616065,264,1226
689154315265683456,1082,3238
689143371370250240,554,2139
688916208532455424,939,2889
688908934925697024,834,2237
688898160958271489,850,2228
688894073864884227,747,2364
688828561667567616,399,1464
688804835492233216,211,1016
688789766343622656,718,2344
688547210804498433,758,2757
688519176466644993,790,2446
688385280030670848,4801,9842
688211956440801280,903,2352
688179443353796608,634,2240
688116655151435777,846,2984
688064179421470721,388,1825
687826841265172480,1218,2889
687818504314159109,1022,2648
687807801670897665,756,2532
687704180304273409,903,2583
687664829264453632,552,2053
687494652870668288,620,2027
687480748861947905,263,1691
687476254459715584,574,2086
687460506001633280,586,2162
687317306314240000,9878,21263
687312378585812992,2049,4608
687127927494963200,2467,5784
687124485711986689,545,2291
687109925361856513,2662,6146
687102708889812993,1068,2477
687096057537363968,654,2376
686947101016735744,3428,9106
686749460672679938,1575,3671
686730991906516992,1290,4392
686683045143953408,865,2976
686618349602762752,1463,3893
686606069955735556,583,2003
686386521809772549,947,3446
686377065986265092,603,2349
686358356425093120,737,2324
686050296934563840,789,2335
686034024800862208,1258,3303
686007916130873345,452,2619
686003207160610816,681,1928
685973236358713344,568,2232
685943807276412928,652,1723
685906723014619143,3142,7961
685667379192414208,621,2483
685663452032069632,1579,3443
685641971164143616,838,3108
685547936038666240,16935,34848
685532292383666176,1238,3220
685325112850124800,4311,10031
685321586178670592,693,2804
685315239903100929,1166,3546
685307451701334016,475,2190
685268753634967552,1302,3284
685198997565345792,719,2469
685169283572338688,1537,4334
684959798585110529,3387,7214
684940049151070208,1125,3408
684926975086034944,506,3705
684914660081053696,1572,3710
684902183876321280,570,1990
684880619965411328,886,2226
684800227459624960,1076,2865
684594889858887680,3817,9456
684567543613382656,1330,3187
684538444857667585,1033,2807
684481074559381504,1261,4094
684460069371654144,597,2095
684241637099323392,3565,8633
684225744407494656,229,1310
684222868335505415,1492,4067
684200372118904832,1116,2290
684195085588783105,560,2030
684188786104872960,1265,3682
684177701129875456,729,2133
684122891630342144,514,2109
684097758874210310,1555,4347
683857920510050305,1205,4034
683852578183077888,378,2034
683849932751646720,1060,2774
683834909291606017,1197,2774
683828599284170753,1144,2960
683773439333797890,1464,3538
683742671509258241,3597,6883
683498322573824003,1036,3352
683481228088049664,1073,2786
683462770029932544,722,2579
683449695444799489,1738,4121
683391852557561860,2580,8052
683357973142474752,1015,3102
683142553609318400,1122,3049
683111407806746624,985,3594
683098815881154561,712,2292
683078886620553216,606,2093
683030066213818368,791,2277
682962037429899265,18046,39101
682788441537560576,1211,2613
682750546109968385,473,1609
682697186228989953,387,1389
682662431982772225,1166,3217
682638830361513985,648,2169
682429480204398592,1256,3627
682406705142087680,1904,8021
682393905736888321,741,2363
682389078323662849,504,1765
682303737705140231,1078,3260
682259524040966145,1315,4410
682242692827447297,1279,3437
682059653698686977,1831,5248
682047327939461121,1043,3395
682032003584274432,2171,6952
682003177596559360,1652,3330
681981167097122816,1112,2938
681891461017812993,893,2608
681694085539872773,4370,13490
681679526984871937,482,1858
681654059175129088,1001,2791
681610798867845120,511,2015
681579835668455424,1411,3744
681523177663676416,6287,15128
681339448655802368,4387,9819
681320187870711809,820,2803
681302363064414209,1980,4174
681297372102656000,1032,3370
681281657291280384,1190,3401
681261549936340994,297,1538
681242418453299201,585,1584
681231109724700672,521,2528
681193455364796417,1612,3923
680970795137544192,719,2566
680959110691590145,2154,4812
680940246314430465,1140,3403
680934982542561280,476,2195
680913438424612864,667,2527
680889648562991104,395,1863
680836378243002368,1435,3651
680801747103793152,894,2501
680798457301471234,1121,3020
680609293079592961,772,2782
680583894916304897,1450,3820
680497766108381184,2063,4469
680494726643068929,519,1805
680473011644985345,805,2683
680440374763077632,546,1535
680221482581123072,310,1535
680206703334408192,1268,2988
680191257256136705,546,2266
680176173301628928,1692,4115
680161097740095489,792,2439
680145970311643136,1878,3814
680130881361686529,1023,2418
680115823365742593,979,2864
680100725817409536,1477,3768
680085611152338944,9613,13492
680070545539371008,947,2710
680055455951884288,7669,17619
679877062409191424,691,2073
679862121895714818,671,2593
679854723806179328,1333,3020
679844490799091713,828,2498
679828447187857408,15133,38222
679777920601223168,1205,3246
679736210798047232,858,2203
679729593985699840,884,2279
679722016581222400,508,1742
679530280114372609,2235,5022
679527802031484928,779,2786
679511351870550016,1378,3551
679503373272485890,1596,3325
679475951516934144,687,2211
679462823135686656,20296,33448
679158373988876288,8738,22647
679148763231985668,1108,2917
679132435750195208,1244,3123
679111216690831360,2745,6267
679062614270468097,8838,17976
679047485189439488,734,2371
678991772295516161,1267,2442
678969228704284672,497,1725
678800283649069056,972,2706
678798276842360832,1277,3665
678774928607469569,993,2934
678767140346941444,1469,3710
678764513869611008,514,1715
678755239630127104,3559,7508
678740035362037760,1833,3948
678675843183484930,1595,3017
678643457146150913,457,2154
678446151570427904,1691,4198
678424312106393600,2733,5685
678410210315247616,1960,4445
678399652199309312,33852,81653
678396796259975168,451,1669
678389028614488064,452,1961
678380236862578688,970,2560
678341075375947776,579,1808
678334497360859136,286,1366
678278586130948096,6514,12030
678255464182861824,399,1661
678021115718029313,6827,14427
677918531514703872,440,1412
677895101218201600,2259,5059
677716515794329600,1036,3195
677700003327029250,1543,3557
677698403548192770,340,1283
677687604918272002,902,2594
677673981332312066,1610,3503
677662372920729601,1047,2042
677644091929329666,852,1967
677573743309385728,776,2239
677565715327688705,487,1350
677557565589463040,1244,2548
677547928504967168,3891,7252
677530072887205888,242,1121
677334615166730240,314,1420
677331501395156992,253,1137
677328882937298944,1597,3798
677314812125323265,574,1716
677301033169788928,437,1302
677269281705472000,753,2085
677228873407442944,1746,3708
677187300187611136,985,2857
676975532580409345,1144,2898
676957860086095872,862,2311
676949632774234114,423,1359
676948236477857792,931,2277
676946864479084545,404,1777
676942428000112642,812,2164
676936541936185344,5242,13270
676897532954456065,772,2356
676864501615042560,759,2203
676821958043033607,16664,24101
676819651066732545,706,1881
676811746707918848,452,1477
676776431406465024,2141,5209
676617503762681856,1048,3022
676613908052996102,207,1140
676606785097199616,467,1965
676603393314578432,417,1225
676588346097852417,854,2441
676582956622721024,300,1258
676575501977128964,1193,2701
676533798876651520,595,1958
676496375194980353,569,1585
676470639084101634,4965,12116
676440007570247681,712,1796
676430933382295552,366,1460
676263575653122048,582,2168
676237365392908289,314,1276
676219687039057920,33014,78049
676215927814406144,625,1813
676191832485810177,1091,2372
676146341966438401,712,1995
676101918813499392,1230,2927
676098748976615425,1530,3134
676089483918516224,456,1372
675898130735476737,608,1704
675891555769696257,929,2221
675888385639251968,1019,2470
675878199931371520,1484,4349
675870721063669760,605,1710
675853064436391936,1380,2798
675845657354215424,945,2377
675822767435051008,566,1585
675820929667219457,244,1092
675798442703122432,3593,10647
675740360753160193,367,1211
675710890956750848,880,1966
675707330206547968,738,2064
675706639471788032,103,670
675534494439489536,443,1882
675531475945709568,410,1226
675522403582218240,303,1079
675517828909424640,487,1357
675501075957489664,6158,17769
675497103322386432,1377,3255
675489971617296384,630,1349
675483430902214656,1026,1916
675432746517426176,597,1584
675372240448454658,536,1762
675362609739206656,242,1084
675354435921575936,18160,33985
675349384339542016,2390,4059
675334060156301312,1365,2882
675166823650848770,1713,3739
675153376133427200,2754,6514
675149409102012420,1775,3877
675147105808306176,254,977
675146535592706048,330,1239
675145476954566656,954,2210
675135153782571009,522,1344
675113801096802304,823,2020
675111688094527488,266,998
675109292475830276,1199,2898
675047298674663426,345,1097
675015141583413248,1264,2809
675006312288268288,239,1013
675003128568291329,501,1602
674999807681908736,1163,2325
674805413498527744,372,891
674800520222154752,906,3108
674793399141146624,1152,2586
674790488185167872,268,1143
674788554665512960,219,837
674781762103414784,1272,2070
674774481756377088,502,1167
674767892831932416,839,1890
674764817387900928,251,811
674754018082705410,471,1404
674752233200820224,487,1508
674743008475090944,582,1451
674739953134403584,418,1148
674737130913071104,96,664
674690135443775488,492,1187
674670581682434048,688,1670
674664755118911488,267,953
674646392044941312,526,1487
674644256330530816,284,1063
674638615994089473,611,1741
674632714662858753,605,1550
674468880899788800,2169,6422
674447403907457024,375,1093
674436901579923456,414,1151
674422304705744896,559,1481
674416750885273600,147,705
674410619106390016,486,1234
674394782723014656,603,1547
674372068062928900,325,872
674318007229923329,542,1457
674291837063053312,6191,15219
674271431610523648,765,1615
674269164442398721,238,926
674265582246694913,892,1689
674262580978937856,479,1341
674255168825880576,587,1513
674082852460433408,179,778
674075285688614912,301,1008
674063288070742018,2334,6560
674053186244734976,1365,3422
674051556661161984,504,1487
674045139690631169,670,1462
674042553264685056,135,741
674038233588723717,428,1131
674036086168010753,226,870
674024893172875264,1289,1838
674019345211760640,313,1170
674014384960745472,679,1609
674008982932058114,369,1233
673956914389192708,1010,2004
673919437611909120,384,1200
673906403526995968,1695,3285
673887867907739649,263,959
673715861853720576,2185,3638
673711475735838725,310,1068
673709992831262724,284,874
673708611235921920,300,1104
673707060090052608,407,1125
673705679337693185,415,1290
673700254269775872,596,1477
673697980713705472,2052,3911
673689733134946305,680,1784
673688752737402881,519,1299
673686845050527744,456,1487
673680198160809984,486,1408
673662677122719744,378,1283
673656262056419329,253,737
673636718965334016,381,1150
673612854080196609,754,1632
673583129559498752,385,1225
673580926094458881,276,852
673576835670777856,586,1423
673363615379013632,323,1050
673359818736984064,700,1490
673355879178194945,609,1532
673352124999274496,562,1696
673350198937153538,222,760
673345638550134785,1337,2598
673343217010679808,280,1000
673342308415348736,613,1303
673320132811366400,8301,13833
673317986296586240,272,888
673295268553605120,3299,7713
673270968295534593,385,1093
673240798075449344,762,1453
673213039743795200,882,2311
673148804208660480,655,1739
672997845381865473,751,2015
672995267319328768,309,978
672988786805112832,303,1003
672984142909456390,564,1281
672980819271634944,1039,1858
672975131468300288,952,1723
672970152493887488,370,974
672968025906282496,568,1347
672964561327235073,666,1458
672902681409806336,526,1402
672898206762672129,438,916
672884426393653248,858,1590
672877615439593473,381,1054
672834301050937345,591,1343
672828477930868736,510,1280
672640509974827008,334,996
672622327801233409,515,1326
672614745925664768,607,1253
672609152938721280,404,1143
672604026190569472,419,1142
672594978741354496,627,1358
672591762242805761,345,971
672591271085670400,194,746
672538107540070400,383,1053
672523490734551040,178,660
672488522314567680,455,1145
672482722825261057,631,1163
672481316919734272,128,731
672475084225949696,727,1469
672466075045466113,559,1387
672272411274932228,3521,6613
672267570918129665,636,1534
672264251789176834,353,1173
672256522047614977,1613,2885
672254177670729728,767,1469
672248013293752320,631,1767
672245253877968896,162,701
672239279297454080,330,915
672231046314901505,1050,1883
672222792075620352,220,803
672205392827572224,1200,2317
672169685991993344,383,1044
672160042234327040,372,888
672139350159835138,744,1787
672125275208069120,1188,2464
672095186491711488,379,1018
672082170312290304,378,962
672068090318987265,533,1326
671896809300709376,4313,8666
671891728106971137,589,1360
671882082306625538,1428,3554
671879137494245376,713,1453
671874878652489728,579,1281
671866342182637568,520,1151
671855973984772097,469,930
671789708968640512,3623,7235
671768281401958400,544,1226
671763349865160704,957,1722
671744970634719232,798,1379
671743150407421952,238,756
671735591348891648,782,1480
671729906628341761,4533,8719
671561002136281088,7498,13146
671547767500775424,618,1383
671544874165002241,1085,2035
671542985629241344,588,1118
671538301157904385,411,949
671536543010570240,424,1207
671533943490011136,599,1042
671528761649688577,267,857
671520732782923777,545,1430
671518598289059840,303,970
671511350426865664,755,1650
671504605491109889,3666,7202
671497587707535361,462,938
671488513339211776,487,1034
671486386088865792,212,594
671485057807351808,239,781
671390180817915904,761,1453
671362598324076544,302,1137
671357843010908160,151,408
671355857343524864,117,489
671347597085433856,446,986
671186162933985280,222,752
671182547775299584,358,1151
671166507850801152,366,894
671163268581498880,1146,1700
671159727754231808,84,385
671154572044468225,226,740
671151324042559489,160,690
671147085991960577,237,691
671141549288370177,676,1199
671138694582165504,420,958
671134062904504320,200,769
671122204919246848,2615,3580
671115716440031232,801,1392
671109016219725825,457,1170
670995969505435648,303,1131
670842764863651840,9072,25145
670840546554966016,205,610
670838202509447168,723,1140
670833812859932673,128,461
670832455012716544,226,749
670826280409919488,4219,5693
670823764196741120,198,796
670822709593571328,100,628
670815497391357952,1601,3249
670811965569282048,279,1157
670807719151067136,507,1179
670804601705242624,991,2019
670803562457407488,91,350
670797304698376195,246,752
670792680469889025,288,853
670789397210615808,249,676
670786190031921152,209,615
670783437142401025,410,835
670782429121134593,802,1607
670780561024270336,297,800
670778058496974848,74,336
670764103623966721,438,1101
670755717859713024,116,456
670733412878163972,528,986
670727704916926465,375,851
670717338665226240,512,1245
670704688707301377,384,783
670691627984359425,252,602
670679630144274432,297,764
670676092097810432,45,259
670668383499735048,5239,10986
670474236058800128,793,1569
670468609693655041,87,360
670465786746662913,575,994
670452855871037440,215,560
670449342516494336,695,1221
670444955656130560,2050,6874
670442337873600512,204,662
670435821946826752,540,1076
670434127938719744,671,1439
670433248821026816,118,333
670428280563085312,657,1416
670427002554466305,171,530
670421925039075328,660,1343
670420569653809152,329,642
670417414769758208,336,583
670411370698022913,936,2082
670408998013820928,233,569
670403879788544000,163,445
670385711116361728,220,576
670374371102445568,278,762
670361874861563904,69,338
670338931251150849,116,439
670319130621435904,1278,3949
670303360680108032,139,436
670290420111441920,298,725
670093938074779648,349,1059
670086499208155136,262,714
670079681849372674,1297,2274
670073503555706880,821,1608
670069087419133954,252,647
670061506722140161,353,783
670055038660800512,343,684
670046952931721218,181,661
670040295598354432,115,771
670037189829525505,289,600
670003130994700288,96,342
669993076832759809,87,333
669972011175813120,168,456
669970042633789440,63,310
669942763794931712,173,522
669926384437997569,109,385
669923323644657664,59,242
669753178989142016,418,834
669749430875258880,67,278
669683899023405056,114,398
669682095984410625,137,363
669680153564442624,300,683
669661792646373376,456,823
669625907762618368,1879,3620
669603084620980224,382,967
669597912108789760,157,525
669583744538451968,967,1525
669573570759163904,147,447
669571471778410496,1050,1625
669567591774625800,59,241
669564461267722241,128,397
669393256313184256,79,376
669375718304980992,756,1373
669371483794317312,187,509
669367896104181761,164,474
669363888236994561,237,645
669359674819481600,128,377
669354382627049472,1318,2780
669353438988365824,266,663
669351434509529089,195,452
669328503091937280,432,1033
669327207240699904,120,588
669324657376567296,214,508
669216679721873412,416,1215
669214165781868544,178,452
669203728096960512,497,1030
669037058363662336,324,678
669015743032369152,385,755
669006782128353280,260,592
669000397445533696,6601,21361
668994913074286592,242,451
668992363537309700,359,764
668989615043424256,339,696
668988183816871936,490,923
668986018524233728,173,566
668981893510119424,319,553
668979806671884288,362,811
668975677807423489,604,1338
668960084974809088,248,724
668955713004314625,74,286
668932921458302977,59,274
668902994700836864,105,326
668892474547511297,156,407
668872652652679168,310,541
668852170888998912,173,464
668826086256599040,144,447
668815180734689280,282,586
668779399630725120,382,721
668655139528511488,226,543
668645506898350081,560,915
668643542311546881,549,902
668641109086707712,558,1099
668636665813057536,505,1069
668633411083464705,1712,2885
668631377374486528,327,738
668627278264475648,118,326
668625577880875008,140,398
668623201287675904,803,1481
668620235289837568,45,209
668614819948453888,325,623
668567822092664832,59,252
668544745690562560,237,533
668542336805281792,223,473
668537837512433665,78,256
668528771708952576,233,474
668507509523615744,111,335
668496999348633600,136,421
668484198282485761,242,436
668480044826800133,153,472
668466899341221888,532,902
668297328638447616,307,634
668291999406125056,32,253
668286279830867968,142,519
668274247790391296,237,845
668268907921326080,243,565
668256321989451776,639,1335
668248472370458624,501,1014
668237644992782336,2947,6356
668226093875376128,107,306
668221241640230912,204,521
668204964695683073,200,564
668190681446379520,200,666
668171859951755264,202,504
668154635664932864,326,508
668142349051129856,296,577
668113020489474048,252,676
667937095915278337,818,1296
667924896115245057,114,307
667915453470232577,58,214
667911425562669056,313,498
667902449697558528,385,864
667886921285246976,1124,1926
667885044254572545,505,838
667878741721415682,122,400
667873844930215936,418,641
667866724293877760,1062,3055
667861340749471744,79,246
667832474953625600,63,293
667806454573760512,512,1075
667801013445750784,97,335
667793409583771648,336,713
667782464991965184,250,420
667773195014021121,58,240
667766675769573376,224,449
667728196545200128,152,382
667724302356258817,327,493
667549055577362432,2340,5891
667546741521195010,128,338
667544320556335104,538,881
667538891197542400,67,209
667534815156183040,553,832
667530908589760512,246,478
667524857454854144,1140,1728
667517642048163840,196,374
667509364010450944,2180,6879
667502640335572993,223,539
667495797102141441,280,531
667491009379606528,232,540
667470559035432960,100,259
667455448082227200,60,194
667453023279554560,91,319
667443425659232256,594,797
667437278097252352,244,452
667435689202614272,85,308
667405339315146752,222,473
667393430834667520,58,198
667369227918143488,167,373
667211855547486208,245,499
667200525029539841,265,621
667192066997374976,109,391
667188689915760640,425,755
667182792070062081,6334,14510
667177989038297088,55,193
667176164155375616,469,616
667174963120574464,84,248
667171260800061440,91,224
667165590075940865,1166,2724
667160273090932737,62,261
667152164079423490,17447,48355
667138269671505920,2254,4670
667119796878725120,128,332
667090893657276420,129,339
667073648344346624,125,408
667065535570550784,48,168
667062181243039745,55,220
667044094246576128,51,186
667012601033924608,226,453
666996132027977728,96,247
666983947667116034,996,2574
666837028449972224,560,828
666835007768551424,80,218
666826780179869698,97,256
666817836334096384,256,524
666804364988780544,94,244
666786068205871104,488,766
666781792255496192,199,391
666776908487630848,175,353
666739327293083650,66,239
666701168228331520,219,432
666691418707132416,47,190
666649482315059201,609,996
666644823164719104,83,233
666454714377183233,208,521
666447344410484738,20,105
666437273139982337,48,125
666435652385423360,53,165
666430724426358785,197,318
666428276349472768,83,165
666421158376562688,111,315
666418789513326592,46,124
666411507551481857,324,441
666407126856765440,40,108
666396247373291520,84,167
666373753744588802,92,186
666362758909284353,565,773
666353288456101888,71,219
666345417576210432,134,292
666337882303524864,90,197
666293911632134144,352,497
666287406224695296,64,146
666273097616637952,76,174
666268910803644416,35,102
666104133288665088,6515,14201
666102155909144576,12,80
666099513787052032,67,153
666094000022159362,73,163
666082916733198337,44,116
666073100786774016,163,319
666071193221509120,59,145
666063827256086533,216,471
666058600524156928,57,111
666057090499244032,141,294
666055525042405380,246,433
666051853826850816,843,1210
666050758794694657,59,132
666049248165822465,40,108
666044226329800704,139,296
666033412701032449,44,125
666029285002620928,47,128
666020888022790149,508,2549
