tweet_id,retweet_count,favorite_count
843604394117681152,2953,17713
843235543001513987,6499,22535
842846295480000512,3854,15957
842765311967449089,1365,7082
842535590457499648,3759,18998
842163532590374912,6228,25713
842115215311396866,3255,14715
841680585030541313,8327,26916
841439858740625411,3942,13272
841314665196081154,5046,16648
841077006473256960,5709,24072
840696689258311684,1057,12936
840632337062862849,1889,9433
840370681858686976,4901,17326
840268004936019968,6175,20290
839990271299457024,2474,14140
839549326359670784,8389,28993
839239871831150596,7056,28648
838921590096166913,2235,11772
838561493054533637,1429,11505
838476387338051585,5201,23836
838083903487373313,3405,18600
837820167694528512,8499,36075
837482249356513284,478,4049
837471256429613056,2483,13504
837366284874571778,5732,22310
837110210464448512,2595,16914
836989968035819520,2480,13439
836753516572119041,4997,20312
836677758902222849,2405,13316
836380477523124226,3201,15550
836260088725786625,4643,22464
836001077879255040,4651,20202
835574547218894849,3928,18813
835297930240217089,3236,17351
835264098648616962,1846,8204
835172783151792128,6231,27634
835152434251116546,3272,23751
834931633769889797,1789,11466
834786237630337024,5929,22360
834574053763584002,2746,14500
834458053273591808,1817,10184
834209720923721728,5198,21824
834167344700198914,3941,16676
834086379323871233,2406,13829
833863086058651648,2612,14198
833826103416520705,3734,16246
833722901757046785,3485,21894
833479644947025920,2248,15731
833124694597443584,5254,21394
832998151111966721,2410,14093
832757312314028032,3945,17819
832636094638288896,3043,16809
832397543355072512,2417,12668
832369877331693569,3461,18176
832273440279240704,2535,11981
832032802820481025,5070,18914
831939777352105988,6675,25456
831911600680497154,7105,29347
831670449226514432,1975,11078
831650051525054464,2113,7617
831552930092285952,2501,9553
831322785565769729,1661,9736
831315979191906304,1213,6920
831309418084069378,2661,12442
831262627380748289,2233,12637
830956169170665475,1628,8465
830583320585068544,18385,71053
830097400375152640,3283,10436
829861396166877184,2134,12993
829501995190984704,11590,33719
829449946868879360,2211,11116
829374341691346946,10171,36787
829141528400556032,8095,26054
829011960981237760,17698,56347
828770345708580865,6429,27178
828708714936930305,12275,38933
828650029636317184,1471,10107
828409743546925057,1256,6690
828408677031882754,1403,8129
828381636999917570,2425,13437
828376505180889089,1162,7855
828372645993398273,3208,13331
828046555563323392,3129,12524
828011680017821696,2345,11033
827933404142436356,5707,21438
827653905312006145,3287,16425
827600520311402496,1037,7879
827324948884643840,3350,16909
827199976799354881,2455,11264
826958653328592898,5481,22983
826848821049180160,11196,38861
826598365270007810,2567,10734
826476773533745153,4587,19624
826240494070030336,2829,14144
826204788643753985,1018,5203
826115272272650244,3429,16711
825876512159186944,2043,11154
825829644528148480,2725,13584
825535076884762624,18849,55531
825147591692263424,5009,19520
825026590719483904,1409,6768
824775126675836928,3862,15956
824663926340194305,1901,10755
824325613288833024,11378,12576
824297048279236611,4236,16064
823939628516474880,2974,11373
823699002998870016,2653,13430
823581115634085888,2902,13910
823322678127919110,4407,16819
822975315408461824,3776,18469
822872901745569793,48167,141477
822859134160621569,2500,14122
822610361945911296,3251,15783
822489057087389700,7049,19392
822462944365645825,16124,30480
822244816520155136,10832,37461
821886076407029760,2572,12146
821765923262631936,1825,9012
821522889702862852,1939,8583
821407182352777218,4787,12603
821149554670182400,2210,9341
821107785811234820,2338,10268
821044531881721856,2516,13557
820749716845686786,10913,33776
820690176645140481,3549,13058
820314633777061888,624,3573
820078625395449857,6909,21209
819952236453363712,1303,5695
819924195358416896,5326,13779
819711362133872643,3456,14425
819588359383371776,2164,10238
819347104292290561,1327,7737
819227688460238848,7357,24750
819006400881917954,20804,48367
819004803107983360,40354,92530
818627210458333184,8202,23801
818614493328580609,2842,10579
818536468981415936,2731,11705
818259473185828864,2523,11818
818145370475810820,2867,13174
817827839487737858,29913,55634
817536400337801217,3343,12652
817423860136083457,16506,36716
817415592588222464,1062,6035
817171292965273600,2213,9369
817120970343411712,2891,13062
817056546584727552,1819,9200
816816676327063552,2243,10723
816697700272001025,2434,10521
816450570814898180,8963,32836
816336735214911488,2156,9229
816091915477250048,2375,9585
815990720817401858,1149,5363
815966073409433600,9385,24107
815736392542261248,2503,10566
815639385530101762,1814,8822
815390420867969024,4202,11115
814986499976527872,1427,8207
814638523311648768,2989,12117
814530161257443328,2047,9308
814153002265309185,9605,30916
813910438903693312,2079,9982
813812741911748608,15473,39056
813800681631023104,1945,8973
813217897535406080,8056,20096
813202720496779264,1984,9867
813187593374461952,4821,21324
813172488309972993,2112,10034
813157409116065792,2450,8332
813142292504645637,2603,9049
813127251579564032,3453,12756
813112105746448384,3046,11124
813096984823349248,3984,11315
813081950185472002,3061,10618
813066809284972545,2149,8563
813051746834595840,8103,22537
812781120811126785,2113,8155
812709060537683968,1578,7123
812503143955202048,1353,6539
812466873996607488,2124,8594
812372279581671427,4051,14742
811985624773361665,1549,7810
811744202451197953,1785,8127
811627233043480576,3472,13776
811386762094317568,7074,22489
810984652412424192,1582,5738
810896069567610880,1979,9738
810657578271330305,2921,11805
810284430598270976,12631,38193
810254108431155201,3713,15813
809920764300447744,4317,16679
809448704142938112,1627,7452
809220051211603969,6228,21466
809084759137812480,3879,14236
808838249661788160,3366,10875
808733504066486276,2400,8513
808501579447930884,2880,12151
808001312164028416,3914,13541
807621403335917568,4078,15697
807106840509214720,60029,121415
807010152071229440,4231,14034
806629075125202948,38636,81011
806542213899489280,2622,11007
806219024703037440,1326,6911
805932879469572096,2114,8904
805826884734976000,2032,7097
805520635690676224,1824,6176
805487436403003392,2805,9448
805207613751304193,1889,8403
804738756058218496,4271,14811
804026241225523202,17978,48139
803773340896923648,3069,10832
803638050916102144,4589,11857
803380650405482500,2059,8355
803276597545603072,2740,10808
802952499103731712,2227,9743
802572683846291456,2776,9638
802323869084381190,6477,17533
802239329049477120,2884,9792
801958328846974976,1893,8326
801538201127157760,2281,8839
801285448605831168,921,6544
801167903437357056,6593,26439
800751577355128832,3078,11322
800513324630806528,3335,14175
800459316964663297,2393,10199
800388270626521089,3109,12033
800141422401830912,2842,16516
800018252395122689,14613,30633
799757965289017345,2399,9072
799422933579902976,2121,8684
799297110730567681,3075,10704
799063482566066176,2729,8748
798933969379225600,4971,14213
798925684722855936,1593,8026
798209839306514432,2833,11215
797971864723324932,3481,12581
797545162159308800,5386,15650
797236660651966464,7361,21605
796865951799083009,2109,8288
796759840936919040,3392,12816
796484825502875648,1952,8182
796387464403357696,4620,11885
796149749086875649,15875,34955
796116448414461957,2686,9808
796080075804475393,2571,9123
796031486298386433,4095,11666
795464331001561088,26434,53823
795400264262053889,3177,10909
795076730285391872,6019,17542
794926597468000259,2565,11103
794332329137291264,2930,10330
794205286408003585,3670,9929
793962221541933056,5425,18177
793845145112371200,2086,9938
793601777308463104,1816,8612
793500921481273345,2644,11557
793286476301799424,10215,26585
793271401113350145,2626,9337
793256262322548741,9250,21583
793241302385262592,3636,11363
793226087023144960,3177,10628
793210959003287553,3122,9647
793195938047070209,6236,16491
793180763617361921,2206,7471
793165685325201412,3086,10149
793150605191548928,1893,6659
793135492858580992,2771,6991
793120401413079041,4339,13709
792913359805018113,4459,15491
792883833364439040,4736,12219
792773781206999040,1862,7933
792394556390137856,4755,14552
792050063153438720,1991,7759
791672322847637504,3460,12700
791406955684368384,4564,14182
791312159183634433,2818,9487
790987426131050500,2369,10678
790946055508652032,5204,17931
790698755171364864,2111,8848
790581949425475584,7962,22317
790337589677002753,2065,8450
790277117346975746,3540,13535
789986466051088384,2574,9982
789628658055020548,1971,8119
789599242079838210,2149,7303
789530877013393408,3737,12697
789268448748703744,2859,9835
789137962068021249,3095,10465
788908386943430656,13728,29565
788765914992902144,11416,29592
788412144018661376,5872,16844
788178268662984705,2346,7812
788150585577050112,1441,6641
788039637453406209,1468,6634
787810552592695296,3380,9362
787717603741622272,3080,11016
787397959788929025,3138,11699
787322443945877504,1929,8406
786963064373534720,8852,28661
786709082849828864,6734,19600
786664955043049472,2843,11507
786595970293370880,3431,10144
786363235746385920,3884,11763
786233965241827333,5284,16507
785927819176054784,3500,12239
785872687017132033,2020,7201
785533386513321988,2224,9819
785264754247995392,1815,7820
785170936622350336,5381,13040
784826020293709826,3566,10922
784517518371221505,2803,9664
784431430411685888,1414,6137
783839966405230592,11951,32372
783821107061198850,2171,7936
783695101801398276,3559,11256
783466772167098368,2489,9093
783391753726550016,6090,18171
783334639985389568,12965,31484
783085703974514689,2453,8762
782969140009107456,8126,25953
782747134529531904,1540,8041
782722598790725632,5967,18582
782598640137187329,2069,8370
782305867769217024,6152,17943
781955203444699136,3714,11944
781661882474196992,2987,11241
781524693396357120,6112,22323
781251288990355457,2317,9071
781163403222056960,3004,10503
780931614150983680,8107,23270
780858289093574656,2197,7732
780800785462489090,1429,5931
780601303617732608,3666,12989
780543529827336192,1910,6772
780459368902959104,1174,5683
780192070812196864,2463,9364
779834332596887552,7814,20433
779377524342161408,3427,9478
779123168116150273,4015,12691
779056095788752897,4987,15912
778990705243029504,8024,21536
778748913645780993,1471,7410
778650543019483137,1644,6200
778624900596654080,1118,5002
778408200802557953,4794,14663
778383385161035776,1211,6266
778286810187399168,3649,11170
778039087836069888,2898,9105
778027034220126208,1787,7041
777885040357281792,1812,6832
777684233540206592,3248,12060
777621514455814149,2745,9418
777189768882946048,4772,15375
776813020089548800,1331,5238
776477788987613185,3088,9506
776218204058357768,17586,32224
776201521193218049,2778,10298
776113305656188928,4786,12620
776088319444877312,167,1972
775842724423557120,2949,12578
775733305207554048,4408,14843
775729183532220416,5028,13859
775364825476165632,3278,7973
775085132600442880,5204,16673
774757898236878852,1946,9154
774639387460112384,1913,7204
774314403806253056,6143,23344
773985732834758656,4270,11521
773922284943896577,1907,6860
773704687002451968,1804,7082
773670353721753600,1423,5700
773547596996571136,6773,23660
773308824254029826,8209,24902
773247561583001600,3528,10086
773191612633579521,4517,10703
772877495989305348,4253,9190
772826264096874500,2551,8543
772581559778025472,1849,6940
772193107915964416,1518,6434
772152991789019136,1229,4050
772117678702071809,803,4012
772114945936949249,518,2904
772102971039580160,1014,4296
771770456517009408,3731,12860
771500966810099713,2879,8863
771380798096281600,5600,11272
771136648247640064,3213,9846
771102124360998913,1573,6674
771014301343748096,1814,7355
770787852854652928,1341,5312
770772759874076672,1554,5562
770655142660169732,1908,7840
770414278348247044,2260,6737
770293558247038976,1634,6679
770069151037685760,2527,8113
769940425801170949,10586,33704
769695466921623552,1823,6843
769212283578875904,1877,5772
768970937022709760,7166,15422
768855141948723200,972,4485
768609597686943744,1328,4402
768596291618299904,1399,5373
768473857036525572,3752,14581
768193404517830656,3877,11663
767884188863397888,1535,5077
767754930266464257,5896,17166
767500508068192258,2554,8014
767191397493538821,4171,13130
767122157629476866,3129,10829
766793450729734144,1485,5433
766693177336135680,864,4316
766423258543644672,1744,6438
766313316352462849,2062,7256
766069199026450432,949,4580
766008592277377025,537,3998
765719909049503744,2358,7743
765669560888528897,1330,5556
765395769549590528,3711,28209
765371061932261376,2358,7581
765222098633691136,3696,12424
764857477905154048,1936,6862
764259802650378240,1658,6462
763837565564780549,4566,13490
763183847194451968,1613,5776
763103485927849985,2488,7867
762699858130116608,3959,13000
762471784394268675,7097,12064
762464539388485633,4602,11046
762316489655476224,1233,5139
762035686371364864,17048,34190
761976711479193600,2208,5772
761745352076779520,936,4542
761672994376806400,31683,52905
761599872357261312,1281,4404
761334018830917632,1586,5557
761292947749015552,1203,4767
761227390836215808,1698,5676
761004547850530816,3785,12058
760893934457552897,1060,4077
760656994973933572,2102,7050
760641137271070720,1410,5285
760539183865880579,3959,8086
760290219849637889,12535,28611
760252756032651264,944,4199
760190180481531904,1976,6084
759923798737051648,6203,15681
759846353224826880,2167,7170
759557299618865152,1282,5023
759447681597108224,2678,9053
759197388317847553,2117,6468
759099523532779520,4565,15504
759047813560868866,2197,6949
758854675097526272,975,3787
758828659922702336,4179,11927
758740312047005698,1747,6110
758474966123810816,1081,4076
758467244762497024,2428,5125
758405701903519748,2101,5545
758355060040593408,1187,3659
758041019896193024,407,2890
757741869644341248,3547,7342
757725642876129280,1328,4836
757611664640446465,1217,4856
757596066325864448,1157,4630
757400162377592832,7432,16133
757393109802180609,1902,6216
757354760399941633,1550,4813
756998049151549440,2168,6680
756939218950160384,2186,7087
756651752796094464,1435,5406
756526248105566208,3939,11089
756303284449767430,1181,4211
756288534030475264,19054,45575
756275833623502848,1667,6858
755955933503782912,3147,7825
755206590534418437,5858,17555
755110668769038337,12061,22619
754856583969079297,2757,7331
754747087846248448,569,2743
754482103782404096,2125,5658
754449512966619136,799,3984
754120377874386944,2545,8343
753655901052166144,2373,6232
753420520834629632,3878,8431
753398408988139520,2089,6167
753375668877008896,2535,8126
753294487569522689,1131,3619
753026973505581056,1059,4146
752917284578922496,1711,7326
752682090207055872,1747,6381
752660715232722944,1717,4695
752519690950500352,3747,7859
752334515931054080,1192,4059
752173152931807232,2011,6337
751937170840121344,1462,5553
751830394383790080,2131,6177
751598357617971201,3303,8411
751538714308972544,1378,5360
751456908746354688,1084,3405
751251247299190784,6384,13292
751205363882532864,1994,6713
751132876104687617,1421,5409
750868782890057730,1512,5085
750719632563142656,5481,14044
750506206503038976,1250,4721
750429297815552001,4677,14025
750383411068534784,1232,4826
750147208377409536,1051,3288
750132105863102464,1383,3858
750117059602808832,1413,4596
750101899009982464,915,3232
750086836815486976,590,2312
750071704093859840,3624,8358
750056684286914561,971,3332
750041628174217216,673,3373
750026558547456000,858,2887
750011400160841729,991,3450
749996283729883136,878,3220
749981277374128128,2660,5434
749774190421639168,1421,4929
749417653287129088,1813,6480
749403093750648834,594,2793
749395845976588288,3762,9143
749317047558017024,2406,5831
749064354620928000,1634,5085
749036806121881602,846,3288
748977405889503236,3686,11380
748932637671223296,2451,6207
748705597323898880,1028,2930
748699167502000129,1734,5024
748692773788876800,1443,4496
748575535303884801,2164,6431
748568946752774144,727,2311
748346686624440324,1341,5554
748324050481647620,832,3933
748307329658011649,773,3889
747963614829678593,2327,6138
747933425676525569,2766,7026
747885874273214464,1071,3132
747844099428986880,810,2974
747816857231626240,1256,5144
747600769478692864,594,2457
747594051852075008,1139,3913
747512671126323200,1715,5881
747461612269887489,1117,4099
747219827526344708,1714,5588
747204161125646336,995,3580
747103485104099331,4327,10148
746906459439529985,323,3056
746872823977771008,2324,6349
746818907684614144,1863,5612
746790600704425984,1716,5165
746726898085036033,1936,6396
746507379341139972,1167,4901
746369468511756288,1781,6530
746131877086527488,2381,7306
746056683365994496,886,3754
745789745784041472,1153,4267
745712589599014916,2512,7388
745433870967832576,2745,7516
745422732645535745,2629,9076
745314880350101504,2998,7583
745057283344719872,2458,7651
744995568523612160,675,3146
744971049620602880,2909,8338
744709971296780288,1683,5920
744334592493166593,2310,7159
744234799360020481,84409,165095
743980027717509120,1173,4388
743895849529389061,1031,3853
743609206067040256,1487,4739
743595368194129920,7082,19539
743545585370791937,1010,3723
743510151680958465,3982,8348
743253157753532416,1310,4481
743222593470234624,2053,6551
743210557239623680,1468,4053
742528092657332225,2154,4691
742465774154047488,4188,7670
742423170473463808,4100,10401
742385895052087300,2147,7180
742161199639494656,1480,4576
742150209887731712,1684,5426
741793263812808706,1629,4817
741743634094141440,2986,8643
741438259667034112,898,3877
741303864243200000,3488,9263
740995100998766593,2983,6756
740711788199743490,1003,3594
740699697422163968,842,2992
740676976021798912,7332,19163
740373189193256964,14332,36726
740365076218183684,471,2618
740359016048689152,921,3485
740214038584557568,2120,7067
739979191639244800,6372,21068
739932936087216128,1163,4278
739844404073074688,917,4001
739606147276148736,1786,5691
739544079319588864,23076,41921
739485634323156992,3167,7592
739238157791694849,62577,122216
738885046782832640,1228,3979
738883359779196928,876,3526
738537504001953792,1683,5383
738402415918125056,911,3451
738184450748633089,1303,4549
738166403467907072,3667,9290
738156290900254721,705,2675
737826014890496000,1901,5555
737800304142471168,3724,10545
737678689543020544,1433,5323
737445876994609152,4807,10877
737322739594330112,873,3808
737310737551491075,7969,15487
736736130620620800,1867,4560
736365877722001409,1347,4208
736225175608430592,2977,8581
736010884653420544,3204,8339
735991953473572864,1233,3802
735648611367784448,1179,4231
735635087207878657,2541,6520
735274964362878976,5460,13718
735256018284875776,950,3524
735137028879360001,1041,3307
734912297295085568,553,2880
734787690684657664,6777,13237
734776360183431168,583,2644
733828123016450049,834,3790
733822306246479872,1082,3868
733482008106668032,1021,3321
733460102733135873,1374,4435
732732193018155009,575,2573
732726085725589504,953,3721
732585889486888962,825,3881
732375214819057664,2709,8519
732005617171337216,5868,15745
731285275100512256,1057,3674
731156023742988288,1363,4044
730924654643314689,2125,6455
730573383004487680,2314,5188
730427201120833536,1115,3647
730211855403241472,1135,4027
730196704625098752,2057,5148
729854734790754305,1204,4238
729838605770891264,410,1795
729823566028484608,1328,4201
729463711119904772,2474,6122
729113531270991872,349,1985
728986383096946689,879,3335
728760639972315136,1829,4919
728751179681943552,728,2927
728653952833728512,1118,3494
728409960103686147,2157,5179
728387165835677696,1026,3862
728046963732717569,1260,4536
728035342121635841,1789,4788
728015554473250816,1174,4314
727685679342333952,686,3097
727644517743104000,1874,6211
727524757080539137,1312,4703
727314416056803329,803,3495
727286334147182592,874,3207
727175381690781696,1474,4077
726935089318363137,2630,7251
726887082820554753,1614,4035
726828223124897792,1080,3740
726224900189511680,1235,4645
725842289046749185,2842,7424
725786712245440512,1458,4381
725729321944506368,1910,5460
724983749226668032,1396,3897
724771698126512129,688,2489
724405726123311104,1765,5582
724049859469295616,1894,4547
724046343203856385,597,2805
724004602748780546,1690,4399
723912936180330496,1312,4092
723688335806480385,3195,8118
723673163800948736,956,3181
723179728551723008,2013,5565
722974582966214656,1684,4325
722613351520608256,1753,5210
721503162398597120,2009,4896
721001180231503872,658,2657
720785406564900865,828,3276
720775346191278080,730,2605
720415127506415616,1598,4333
720389942216527872,2703,6745
720340705894408192,1044,3013
720059472081784833,1206,4080
720043174954147842,2151,5151
719991154352222208,1871,5071
719704490224398336,1557,4799
719551379208073216,2072,5308
719367763014393856,793,2935
719339463458033665,1339,4641
719332531645071360,1027,3590
718971898235854848,1176,3663
718939241951195136,1884,5500
718631497683582976,8661,19873
718613305783398402,517,2562
718540630683709445,1083,2619
718460005985447936,566,2840
718454725339934721,1615,5114
718246886998687744,536,2029
718234618122661888,1074,4071
717841801130979328,636,2570
717790033953034240,1210,3038
717537687239008257,1974,6046
717421804990701568,902,3309
717047459982213120,2039,6584
717009362452090881,1045,3447
716802964044845056,1260,4487
716791146589110272,1486,5826
716439118184652801,229,2483
716285507865542656,1161,2926
716080869887381504,1866,5136
715928423106027520,939,3351
715733265223708672,1810,4915
715696743237730304,1380,4106
715680795826982913,1736,4553
715360349751484417,1686,5752
715342466308784130,731,3180
715220193576927233,701,2539
715200624753819648,2022,5385
715009755312439296,1324,4375
714982300363173890,1109,3944
714957620017307648,1520,4351
714631576617938945,1071,3440
714606013974974464,997,3806
714258258790387713,768,3159
714251586676113411,905,3433
714214115368108032,939,2387
714141408463036416,1500,4527
713919462244790272,830,3448
713900603437621249,797,2980
713761197720473600,1479,5132
713411074226274305,1383,4634
713177543487135744,3035,7575
713175907180089344,1561,4695
712809025985978368,7218,19566
712717840512598017,5369,13005
712668654853337088,1304,4375
712438159032893441,1678,5596
712097430750289920,1106,3997
712092745624633345,962,3097
712085617388212225,519,3418
712065007010385924,667,2383
711968124745228288,2472,8486
711743778164514816,1060,2992
711732680602345472,4421,9359
711694788429553666,19595,34551
711652651650457602,981,4074
711363825979756544,1215,3846
711306686208872448,786,3484
711008018775851008,665,3153
710997087345876993,1492,4792
710844581445812225,739,2680
710833117892898816,576,2829
710658690886586372,606,2431
710588934686908417,2011,4792
710283270106132480,552,2244
710272297844797440,1352,4763
710269109699739648,1209,2530
710153181850935296,962,3063
710140971284037632,959,2918
710117014656950272,2129,5791
709918798883774466,1145,3139
709901256215666688,106,708
709852847387627521,1282,3686
709566166965075968,1295,3730
709556954897764353,1141,3456
709519240576036864,256,1569
709449600415961088,634,2347
709409458133323776,745,2757
709225125749587968,612,2531
709207347839836162,6262,13282
709198395643068416,687,2545
709158332880297985,449,2153
709042156699303936,1758,5010
708845821941387268,963,3136
708834316713893888,541,1789
708810915978854401,7462,17374
708738143638450176,873,2886
708711088997666817,783,2686
708479650088034305,724,2684
708469915515297792,881,3248
708356463048204288,1436,3810
708349470027751425,789,2476
708149363256774660,1655,4504
708130923141795840,896,3563
708119489313951744,1053,2828
708109389455101952,579,2034
708026248782585858,2056,4600
707995814724026368,1206,3283
707969809498152960,1042,2850
707776935007539200,1017,3447
707741517457260545,655,2630
707693576495472641,1076,3625
707610948723478529,6892,17869
707420581654872064,740,2395
707411934438625280,643,2404
707387676719185920,1397,3697
707377100785885184,1159,3464
707315916783140866,688,2609
707297311098011648,855,2913
707059547140169728,728,2714
707038192327901184,853,2319
707021089608753152,1470,4291
707014260413456384,645,2434
706901761596989440,644,2180
706681918348251136,1041,3504
706644897839910912,1177,2722
706593038911545345,670,2277
706538006853918722,1516,3647
706516534877929472,1111,3266
706346369204748288,992,3633
706310011488698368,8588,22603
706291001778950144,501,1797
706265994973601792,985,2883
706166467411222528,1729,5431
705975130514706432,796,3267
705970349788291072,956,3313
705898680587526145,600,2505
705786532653883392,567,2057
705591895322394625,1235,3339
705475953783398401,997,3120
705442520700944385,1771,4700
705428427625635840,1819,4034
705239209544720384,809,3161
705223444686888960,867,2732
705102439679201280,549,2270
705066031337840642,651,2295
704871453724954624,1195,4503
704859558691414016,585,2386
704847917308362754,1646,5399
704819833553219584,1073,2787
704761120771465216,3119,7004
704499785726889984,1076,3103
704480331685040129,1138,3583
704364645503647744,3825,8481
704347321748819968,376,1675
704113298707505153,606,1966
704054845121142784,986,3085
703774238772166656,500,1948
703769065844768768,1221,3479
703631701117943808,745,2740
703611486317502464,1632,4081
703425003149250560,1487,4007
703407252292673536,752,2594
703382836347330562,1227,3704
703356393781329922,417,2022
703268521220972544,588,2078
703079050210877440,3337,7792
703041949650034688,13497,27865
702932127499816960,778,2734
702684942141153280,1160,3397
702671118226825216,604,2314
702598099714314240,3521,10918
702539513671897089,1027,3033
702321140488925184,1106,3462
702276748847800320,821,2616
702217446468493312,1443,5077
701981390485725185,1067,3636
701952816642965504,1102,4017
701889187134500865,1478,3763
701601587219795968,491,2208
701570477911896070,1004,2979
701545186879471618,659,2809
701214700881756160,5503,12918
700890391244103680,617,2343
700864154249383937,660,2737
700847567345688576,538,2571
700796979434098688,1033,2574
700747788515020802,10079,24124
700518061187723268,860,2793
700505138482569216,615,2410
700462010979500032,1936,4380
700167517596164096,800,2800
700151421916807169,711,2367
700143752053182464,2959,7966
700062718104104960,746,2793
700029284593901568,628,2187
700002074055016451,1447,3499
699801817392291840,1033,3226
